,0
7321,1
7322,1
7323,0
7324,0
7325,1
7326,0
7327,1
7328,1
7329,0
7330,0
7331,0
7332,0
7333,0
7334,1
7335,0
7336,1
7337,0
7338,0
7339,1
7340,0
7341,1
7342,1
7343,1
7344,1
7345,0
7346,1
7347,1
7348,1
7349,1
7350,0
7351,1
7352,1
7353,1
7354,1
7355,0
7356,0
7357,0
7358,1
7359,1
7360,0
7361,0
7362,0
7363,0
7364,0
7365,1
7366,0
7367,0
7368,1
7369,0
7370,1
7371,1
7372,1
7373,1
7374,1
7375,0
7376,0
7377,1
7378,0
7379,0
7380,0
7381,0
7382,1
7383,0
7384,0
7385,1
7386,1
7387,1
7388,0
7389,1
7390,1
7391,0
7392,1
7393,1
7394,0
7395,0
7396,0
7397,0
7398,0
7399,1
7400,0
7401,1
7402,0
7403,0
7404,1
7405,1
7406,0
7407,1
7408,1
7409,1
7410,0
7411,1
7412,1
7413,0
7414,1
7415,1
7416,0
7417,0
7418,1
7419,0
7420,0
7421,1
7422,1
7423,1
7424,1
7425,1
7426,0
7427,1
7428,0
7429,0
7430,0
7431,1
7432,1
7433,0
7434,0
7435,0
7436,0
7437,0
7438,1
7439,0
7440,1
7441,0
7442,0
7443,0
7444,1
7445,0
7446,1
7447,1
7448,1
7449,1
7450,1
7451,0
7452,0
7453,0
7454,0
7455,1
7456,0
7457,0
7458,1
7459,1
7460,1
7461,1
7462,0
7463,1
7464,0
7465,0
7466,0
7467,1
7468,0
7469,1
7470,1
7471,1
7472,0
7473,0
7474,1
7475,0
7476,1
7477,1
7478,1
7479,0
7480,1
7481,0
7482,1
7483,1
7484,0
7485,0
7486,0
7487,1
7488,0
7489,1
7490,1
7491,0
7492,0
7493,0
7494,1
7495,1
7496,1
7497,0
7498,0
7499,0
7500,0
7501,1
7502,1
7503,0
7504,0
7505,1
7506,0
7507,0
7508,1
7509,1
7510,0
7511,1
7512,0
7513,1
7514,1
7515,1
7516,1
7517,1
7518,1
7519,0
7520,1
7521,0
7522,0
7523,0
7524,1
7525,0
7526,0
7527,0
7528,1
7529,0
7530,1
7531,1
7532,0
7533,0
7534,0
7535,1
7536,1
7537,0
7538,0
7539,1
7540,0
7541,1
7542,1
7543,1
7544,1
7545,0
7546,1
7547,1
7548,1
7549,1
7550,1
7551,1
7552,1
7553,1
7554,1
7555,0
7556,1
7557,1
7558,0
7559,0
7560,1
7561,1
7562,1
7563,0
7564,0
7565,1
7566,1
7567,0
7568,1
7569,0
7570,0
7571,1
7572,0
7573,0
7574,0
7575,1
7576,1
7577,0
7578,0
7579,1
7580,1
7581,1
7582,0
7583,1
7584,0
7585,1
7586,0
7587,1
7588,1
7589,1
7590,0
7591,1
7592,1
7593,0
7594,0
7595,1
7596,0
7597,0
7598,0
7599,1
7600,1
7601,0
7602,1
7603,1
7604,0
7605,0
7606,0
7607,1
7608,1
7609,0
7610,1
7611,0
7612,1
7613,0
7614,1
7615,1
7616,1
7617,1
7618,1
7619,1
7620,0
7621,0
7622,0
7623,0
7624,1
7625,0
7626,1
7627,1
7628,0
7629,0
7630,0
7631,0
7632,1
7633,1
7634,0
7635,1
7636,0
7637,1
7638,0
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,0
7646,0
7647,1
7648,0
7649,1
7650,1
7651,1
7652,0
7653,0
7654,1
7655,1
7656,1
7657,0
7658,1
7659,1
7660,1
7661,0
7662,0
7663,1
7664,0
7665,1
7666,0
7667,0
7668,1
7669,0
7670,0
7671,1
7672,0
7673,1
7674,1
7675,1
7676,1
7677,0
7678,1
7679,1
7680,0
7681,1
7682,1
7683,0
7684,0
7685,1
7686,0
7687,0
7688,0
7689,0
7690,0
7691,0
7692,1
7693,0
7694,1
7695,1
7696,0
7697,1
7698,1
7699,1
7700,1
7701,1
7702,0
7703,1
7704,1
7705,0
7706,0
7707,1
7708,1
7709,1
7710,0
7711,0
7712,1
7713,1
7714,0
7715,0
7716,0
7717,1
7718,0
7719,1
7720,1
7721,1
7722,1
7723,1
7724,0
7725,1
7726,0
7727,0
7728,1
7729,0
7730,0
7731,1
7732,1
7733,0
7734,0
7735,0
7736,1
7737,1
7738,0
7739,1
7740,1
7741,0
7742,1
7743,1
7744,1
7745,1
7746,0
7747,0
7748,1
7749,0
7750,0
7751,0
7752,0
7753,1
7754,0
7755,0
7756,0
7757,1
7758,1
7759,0
7760,0
7761,1
7762,1
7763,0
7764,0
7765,1
7766,1
7767,0
7768,0
7769,0
7770,0
7771,1
7772,0
7773,0
7774,0
7775,1
7776,1
7777,0
7778,1
7779,1
7780,1
7781,0
7782,0
7783,0
7784,0
7785,1
7786,0
7787,1
7788,0
7789,1
7790,0
7791,0
7792,1
7793,1
7794,1
7795,1
7796,0
7797,0
7798,1
7799,1
7800,1
7801,0
7802,0
7803,0
7804,1
7805,0
7806,1
7807,1
7808,1
7809,0
7810,1
7811,0
7812,1
7813,1
7814,1
7815,1
7816,0
7817,1
7818,1
7819,0
7820,1
7821,0
7822,1
7823,0
7824,0
7825,0
7826,0
7827,1
7828,0
7829,1
7830,1
7831,0
7832,1
7833,1
7834,0
7835,0
7836,1
7837,1
7838,0
7839,0
7840,1
7841,1
7842,1
7843,0
7844,0
7845,0
7846,0
7847,0
7848,0
7849,0
7850,1
7851,0
7852,0
7853,0
7854,1
7855,0
7856,0
7857,1
7858,0
7859,0
7860,1
7861,0
7862,0
7863,0
7864,0
7865,1
7866,0
7867,0
7868,0
7869,0
7870,0
7871,0
7872,1
7873,1
7874,1
7875,1
7876,0
7877,0
7878,0
7879,1
7880,1
7881,1
7882,0
7883,0
7884,0
7885,0
7886,1
7887,1
7888,0
7889,1
7890,0
7891,1
7892,0
7893,1
7894,0
7895,0
7896,0
7897,0
7898,0
7899,0
7900,1
7901,1
7902,1
7903,0
7904,0
7905,0
7906,1
7907,0
7908,1
7909,1
7910,1
7911,1
7912,0
7913,1
7914,1
7915,1
7916,1
7917,0
7918,0
7919,0
7920,0
7921,0
7922,0
7923,0
7924,0
7925,1
7926,0
7927,0
7928,1
7929,0
7930,1
7931,0
7932,0
7933,0
7934,0
7935,1
7936,1
7937,0
7938,1
7939,0
7940,0
7941,1
7942,1
7943,0
7944,1
7945,1
7946,0
7947,0
7948,0
7949,0
7950,1
7951,1
7952,1
7953,1
7954,0
7955,0
7956,1
7957,0
7958,1
7959,1
7960,0
7961,0
7962,1
7963,1
7964,1
7965,0
7966,1
7967,0
7968,1
7969,0
7970,1
7971,0
7972,0
7973,1
7974,0
7975,1
7976,1
7977,1
7978,0
7979,0
7980,1
7981,0
7982,0
7983,1
7984,0
7985,0
7986,1
7987,1
7988,0
7989,0
7990,0
7991,1
7992,0
7993,0
7994,1
7995,0
7996,1
7997,0
7998,0
7999,0
8000,1
8001,1
8002,1
8003,1
8004,1
8005,1
8006,0
8007,0
8008,1
8009,1
8010,0
8011,0
8012,0
8013,0
8014,1
8015,0
8016,0
8017,0
8018,1
8019,0
8020,1
8021,1
8022,1
8023,1
8024,1
8025,0
8026,1
8027,0
8028,1
8029,0
8030,0
8031,0
8032,0
8033,0
8034,1
8035,0
8036,0
8037,1
8038,1
8039,0
8040,1
8041,1
8042,1
8043,1
8044,0
8045,0
8046,0
8047,1
8048,0
8049,0
8050,1
8051,0
8052,1
8053,0
8054,0
8055,1
8056,1
8057,0
8058,1
8059,1
8060,0
8061,1
8062,0
8063,1
8064,0
8065,0
8066,0
8067,0
8068,1
8069,1
8070,0
8071,0
8072,0
8073,1
8074,0
8075,1
8076,1
8077,1
8078,0
8079,1
8080,0
8081,1
8082,0
8083,0
8084,0
8085,0
8086,0
8087,1
8088,1
8089,0
8090,0
8091,0
8092,0
8093,0
8094,1
8095,1
8096,1
8097,0
8098,0
8099,0
8100,0
8101,0
8102,1
8103,0
8104,1
8105,0
8106,1
8107,1
8108,0
8109,0
8110,1
8111,0
8112,1
8113,0
8114,1
8115,1
8116,1
8117,1
8118,0
8119,1
8120,1
8121,1
8122,0
8123,1
8124,0
8125,0
8126,0
8127,1
8128,0
8129,0
8130,1
8131,1
8132,1
8133,0
8134,1
8135,0
8136,1
8137,0
8138,0
8139,0
8140,1
8141,0
8142,0
8143,1
8144,1
8145,0
8146,0
8147,1
8148,1
8149,0
8150,1
8151,1
8152,1
8153,0
8154,0
8155,0
8156,1
8157,1
8158,0
8159,0
8160,0
8161,1
8162,1
8163,0
8164,1
8165,1
8166,1
8167,0
8168,1
8169,1
8170,1
8171,1
8172,1
8173,1
8174,1
8175,1
8176,0
8177,1
8178,0
8179,1
8180,0
8181,1
8182,0
8183,1
8184,1
8185,0
8186,1
8187,0
8188,1
8189,0
8190,0
8191,0
8192,0
8193,1
8194,0
8195,1
8196,1
8197,0
8198,1
8199,0
8200,0
8201,0
8202,1
8203,1
8204,0
8205,0
8206,0
8207,1
8208,1
8209,1
8210,0
8211,1
8212,0
8213,0
8214,1
8215,0
8216,1
8217,0
8218,1
8219,0
8220,1
8221,1
8222,1
8223,0
8224,1
8225,1
8226,1
8227,1
8228,0
8229,0
8230,1
8231,0
8232,0
8233,0
8234,0
8235,1
8236,0
8237,0
8238,1
8239,0
8240,0
8241,1
8242,0
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8249,1
8250,1
8251,1
8252,0
8253,0
8254,0
8255,1
8256,0
8257,0
8258,0
8259,0
8260,0
8261,0
8262,0
8263,1
8264,0
8265,1
8266,0
8267,1
8268,1
8269,1
8270,0
8271,0
8272,0
8273,1
8274,0
8275,0
8276,1
8277,0
8278,0
8279,0
8280,1
8281,1
8282,1
8283,1
8284,0
8285,1
8286,0
8287,0
8288,1
8289,0
8290,1
8291,1
8292,1
8293,1
8294,1
8295,1
8296,0
8297,0
8298,0
8299,1
8300,1
8301,1
8302,1
8303,0
8304,1
8305,0
8306,0
8307,0
8308,1
8309,0
8310,0
8311,0
8312,1
8313,1
8314,0
8315,1
8316,0
8317,0
8318,1
8319,1
8320,0
8321,0
8322,1
8323,1
8324,0
8325,1
8326,0
8327,0
8328,0
8329,1
8330,0
8331,1
8332,1
8333,1
8334,0
8335,1
8336,0
8337,0
8338,0
8339,1
8340,0
8341,0
8342,1
8343,0
8344,1
8345,1
8346,0
8347,1
8348,1
8349,0
8350,1
8351,0
8352,0
8353,1
8354,0
8355,1
8356,1
8357,1
8358,0
8359,1
8360,1
8361,1
8362,0
8363,0
8364,1
8365,0
8366,1
8367,1
8368,0
8369,1
8370,0
8371,0
8372,1
8373,0
8374,0
8375,0
8376,1
8377,0
8378,0
8379,0
8380,0
8381,0
8382,0
8383,1
8384,0
8385,1
8386,1
8387,0
8388,0
8389,0
8390,1
8391,1
8392,1
8393,0
8394,0
8395,0
8396,1
8397,1
8398,1
8399,0
8400,1
8401,0
8402,1
8403,1
8404,1
8405,0
8406,1
8407,1
8408,0
8409,0
8410,1
8411,1
8412,0
8413,1
8414,1
8415,1
8416,1
8417,0
8418,0
8419,0
8420,0
8421,1
8422,0
8423,0
8424,0
8425,0
8426,0
8427,0
8428,0
8429,0
8430,0
8431,1
8432,1
8433,1
8434,0
8435,0
8436,0
8437,0
8438,0
8439,0
8440,0
8441,0
8442,0
8443,0
8444,1
8445,0
8446,1
8447,0
8448,0
8449,0
8450,0
8451,0
8452,0
8453,1
8454,1
8455,1
8456,0
8457,1
8458,0
8459,0
8460,0
8461,0
8462,0
8463,1
8464,0
8465,0
8466,1
8467,1
8468,1
8469,0
8470,1
8471,0
8472,0
8473,1
8474,0
8475,1
8476,0
8477,1
8478,1
8479,1
8480,0
8481,1
8482,0
8483,0
8484,1
8485,1
8486,1
8487,0
8488,0
8489,1
8490,1
8491,1
8492,1
8493,1
8494,1
8495,0
8496,0
8497,1
8498,0
8499,1
8500,0
8501,0
8502,0
8503,1
8504,0
8505,0
8506,0
8507,1
8508,1
8509,1
8510,0
8511,0
8512,0
8513,1
8514,1
8515,1
8516,1
8517,1
8518,0
8519,0
8520,0
8521,1
8522,1
8523,1
8524,0
8525,0
8526,0
8527,1
8528,1
8529,1
8530,0
8531,0
8532,1
8533,1
8534,0
8535,0
8536,0
8537,0
8538,1
8539,0
8540,1
8541,1
8542,0
8543,0
8544,0
8545,1
8546,0
8547,1
8548,0
8549,1
8550,1
8551,1
8552,0
8553,0
8554,1
8555,1
8556,1
8557,1
8558,1
8559,0
8560,0
8561,0
8562,1
8563,1
8564,0
8565,0
8566,0
8567,0
8568,1
8569,0
8570,1
8571,1
8572,0
8573,1
8574,0
8575,1
8576,0
8577,1
8578,1
8579,0
8580,0
8581,0
8582,0
8583,1
8584,0
8585,1
8586,0
8587,0
8588,0
8589,0
8590,0
8591,0
8592,0
8593,0
8594,0
8595,1
8596,0
8597,0
8598,0
8599,0
8600,0
8601,0
8602,1
8603,1
8604,1
8605,0
8606,0
8607,0
8608,0
8609,0
8610,1
8611,0
8612,0
8613,0
8614,1
8615,1
8616,1
8617,0
8618,0
8619,1
8620,1
8621,0
8622,0
8623,1
8624,1
8625,0
8626,1
8627,0
8628,1
8629,0
8630,1
8631,1
8632,0
8633,0
8634,1
8635,1
8636,0
8637,1
8638,1
8639,1
8640,0
8641,0
8642,0
8643,0
8644,0
8645,1
8646,0
8647,1
8648,1
8649,0
8650,1
8651,0
8652,1
8653,0
8654,0
8655,1
8656,1
8657,0
8658,1
8659,1
8660,0
8661,1
8662,1
8663,0
8664,0
8665,1
8666,1
8667,1
8668,1
8669,1
8670,0
8671,1
8672,0
8673,1
8674,1
8675,1
8676,1
8677,1
8678,0
8679,1
8680,1
8681,1
8682,0
8683,1
8684,0
8685,0
8686,1
8687,0
8688,1
8689,0
8690,1
8691,1
8692,1
8693,0
8694,1
8695,0
8696,0
8697,0
8698,1
8699,1
8700,0
8701,0
8702,1
8703,1
8704,1
8705,1
8706,1
8707,1
8708,0
8709,1
8710,1
8711,0
8712,1
8713,1
8714,1
8715,0
8716,0
8717,1
8718,0
8719,0
8720,1
8721,0
8722,1
8723,0
8724,1
8725,0
8726,0
8727,0
8728,1
8729,1
8730,1
8731,1
8732,0
8733,0
8734,0
8735,1
8736,0
8737,1
8738,1
8739,0
8740,1
8741,1
8742,1
8743,0
8744,1
8745,0
8746,0
8747,1
8748,1
8749,0
8750,1
8751,0
8752,1
8753,0
8754,1
8755,0
8756,0
8757,0
8758,1
8759,1
8760,1
8761,1
8762,1
8763,0
8764,1
8765,0
8766,0
8767,0
8768,0
8769,0
8770,0
8771,0
8772,1
8773,0
8774,1
8775,0
8776,1
8777,0
8778,0
8779,1
8780,0
8781,1
8782,1
8783,1
8784,1
8785,0
8786,0
8787,0
8788,1
8789,1
8790,1
8791,1
8792,0
8793,1
8794,0
8795,1
8796,0
8797,0
8798,0
8799,0
8800,0
8801,0
8802,0
8803,1
8804,1
8805,0
8806,1
8807,0
8808,0
8809,0
8810,1
8811,1
8812,0
8813,1
8814,1
8815,1
8816,0
8817,1
8818,0
8819,0
8820,1
8821,0
8822,0
8823,0
8824,1
8825,0
8826,0
8827,1
8828,1
8829,0
8830,1
8831,0
8832,0
8833,1
8834,1
8835,0
8836,1
8837,0
8838,0
8839,0
8840,0
8841,1
8842,1
8843,1
8844,1
8845,0
8846,1
8847,0
8848,1
8849,0
8850,1
8851,0
8852,0
8853,1
8854,1
8855,1
8856,0
8857,0
8858,0
8859,1
8860,0
8861,0
8862,0
8863,0
8864,1
8865,1
8866,0
8867,0
8868,1
8869,1
8870,0
8871,0
8872,0
8873,0
8874,1
8875,1
8876,1
8877,1
8878,0
8879,1
8880,1
8881,1
8882,0
8883,1
8884,0
8885,0
8886,1
8887,0
8888,0
8889,0
8890,1
8891,0
8892,1
8893,0
8894,0
8895,1
8896,0
8897,0
8898,0
8899,1
8900,0
8901,1
8902,0
8903,0
8904,1
8905,1
8906,1
8907,0
8908,1
8909,0
8910,1
8911,1
8912,0
8913,1
8914,0
8915,0
8916,0
8917,0
8918,1
8919,1
8920,1
8921,0
8922,0
8923,1
8924,0
8925,0
8926,1
8927,0
8928,1
8929,0
8930,0
8931,1
8932,1
8933,0
8934,0
8935,0
8936,0
8937,0
8938,0
8939,1
8940,1
8941,1
8942,0
8943,1
8944,1
8945,1
8946,0
8947,0
8948,1
8949,0
8950,0
8951,0
8952,1
8953,0
8954,1
8955,0
8956,1
8957,1
8958,0
8959,1
8960,1
8961,0
8962,0
8963,0
8964,1
8965,1
8966,0
8967,1
8968,1
8969,0
8970,0
8971,0
8972,1
8973,1
8974,0
8975,0
8976,0
8977,1
8978,0
8979,1
8980,1
8981,1
8982,0
8983,0
8984,0
8985,1
8986,1
8987,0
8988,0
8989,1
8990,0
8991,0
8992,0
8993,1
8994,0
8995,0
8996,1
8997,0
8998,0
8999,0
9000,1
9001,0
9002,0
9003,1
9004,0
9005,0
9006,0
9007,1
9008,1
9009,0
9010,0
9011,1
9012,0
9013,0
9014,0
9015,0
9016,1
9017,1
9018,1
9019,1
9020,0
9021,0
9022,0
9023,1
9024,1
9025,1
9026,1
9027,1
9028,0
9029,1
9030,0
9031,0
9032,0
9033,0
9034,0
9035,1
9036,0
9037,1
9038,0
9039,1
9040,0
9041,0
9042,0
9043,1
9044,0
9045,0
9046,1
9047,0
9048,0
9049,0
9050,1
9051,1
9052,1
9053,1
9054,0
9055,0
9056,0
9057,1
9058,0
9059,1
9060,1
9061,1
9062,0
9063,1
9064,0
9065,0
9066,0
9067,1
9068,0
9069,0
9070,0
9071,1
9072,0
9073,0
9074,1
9075,1
9076,1
9077,0
9078,0
9079,0
9080,0
9081,0
9082,1
9083,1
9084,1
9085,1
9086,1
9087,0
9088,1
9089,1
9090,0
9091,1
9092,1
9093,0
9094,1
9095,0
9096,1
9097,0
9098,1
9099,1
9100,0
9101,0
9102,1
9103,1
9104,1
9105,1
9106,0
9107,1
9108,1
9109,1
9110,1
9111,1
9112,1
9113,1
9114,1
9115,0
9116,1
9117,0
9118,1
9119,1
9120,1
9121,1
9122,1
9123,0
9124,1
9125,0
9126,0
9127,0
9128,1
9129,0
9130,0
9131,1
9132,0
9133,0
9134,1
9135,0
9136,1
9137,1
9138,0
9139,1
9140,1
9141,1
9142,1
9143,0
9144,1
9145,1
9146,1
9147,1
9148,0
9149,0
9150,0
9151,1
9152,0
9153,1
9154,1
9155,0
9156,0
9157,1
9158,0
9159,0
9160,0
9161,0
9162,1
9163,1
9164,1
9165,0
9166,1
9167,0
9168,0
9169,1
9170,1
9171,1
9172,0
9173,1
9174,0
9175,0
9176,1
9177,0
9178,1
9179,0
9180,1
9181,1
9182,0
9183,1
9184,0
9185,0
9186,1
9187,1
9188,1
9189,0
9190,1
9191,0
9192,1
9193,1
9194,0
9195,1
9196,0
9197,1
9198,0
9199,0
9200,1
9201,0
9202,1
9203,0
9204,1
9205,1
9206,1
9207,1
9208,0
9209,0
9210,0
9211,1
9212,0
9213,1
9214,1
9215,0
9216,0
9217,0
9218,0
9219,1
9220,0
9221,1
9222,0
9223,1
9224,0
9225,1
9226,1
9227,1
9228,1
9229,0
9230,0
9231,1
9232,0
9233,0
9234,0
9235,1
9236,1
9237,0
9238,0
9239,0
9240,0
9241,0
9242,1
9243,1
9244,0
9245,0
9246,1
9247,0
9248,1
9249,0
9250,1
9251,1
9252,1
9253,0
9254,0
9255,0
9256,1
9257,0
9258,0
9259,0
9260,1
9261,0
9262,1
9263,0
9264,1
9265,0
9266,1
9267,1
9268,1
9269,1
9270,1
9271,1
9272,0
9273,0
9274,1
9275,1
9276,0
9277,0
9278,1
9279,1
9280,1
9281,1
9282,0
9283,0
9284,0
9285,1
9286,0
9287,0
9288,0
9289,1
9290,1
9291,0
9292,0
9293,1
9294,1
9295,1
9296,0
9297,0
9298,0
9299,0
9300,0
9301,1
9302,1
9303,1
9304,0
9305,1
9306,1
9307,1
9308,1
9309,1
9310,1
9311,0
9312,1
9313,1
9314,1
9315,1
9316,0
9317,1
9318,0
9319,1
9320,1
9321,1
9322,0
9323,0
9324,0
9325,0
9326,1
9327,0
9328,1
9329,1
9330,1
9331,1
9332,1
9333,1
9334,1
9335,0
9336,0
9337,1
9338,0
9339,0
9340,1
9341,1
9342,0
9343,0
9344,0
9345,0
9346,1
9347,0
9348,0
9349,0
9350,1
9351,1
9352,1
9353,0
9354,0
9355,1
9356,1
9357,0
9358,0
9359,0
9360,0
9361,0
9362,1
9363,0
9364,0
9365,1
9366,1
9367,0
9368,1
9369,1
9370,1
9371,1
9372,0
9373,1
9374,1
9375,0
9376,0
9377,1
9378,1
9379,1
9380,1
9381,1
9382,0
9383,1
9384,0
9385,1
9386,0
9387,0
9388,0
9389,1
9390,1
9391,1
9392,0
9393,1
9394,0
9395,0
9396,1
9397,1
9398,0
9399,0
9400,0
9401,1
9402,0
9403,0
9404,1
9405,0
9406,1
9407,0
9408,0
9409,0
9410,1
9411,0
9412,0
9413,0
9414,0
9415,1
9416,0
9417,0
9418,1
9419,1
9420,0
9421,0
9422,0
9423,0
9424,1
9425,1
9426,0
9427,1
9428,0
9429,0
9430,1
9431,1
9432,0
9433,0
9434,1
9435,0
9436,1
9437,0
9438,1
9439,0
9440,1
9441,1
9442,1
9443,1
9444,1
9445,1
9446,0
9447,0
9448,1
9449,1
9450,0
9451,1
9452,0
9453,1
9454,1
9455,1
9456,1
9457,1
9458,1
9459,0
9460,1
9461,1
9462,1
9463,0
9464,0
9465,0
9466,1
9467,0
9468,0
9469,0
9470,0
9471,1
9472,1
9473,1
9474,0
9475,1
9476,1
9477,0
9478,1
9479,1
9480,1
9481,1
9482,1
9483,1
9484,0
9485,1
9486,0
9487,0
9488,0
9489,0
9490,1
9491,1
9492,1
9493,1
9494,0
9495,0
9496,1
9497,0
9498,1
9499,0
9500,0
9501,0
9502,1
9503,1
9504,0
9505,0
9506,0
9507,1
9508,1
9509,0
9510,1
9511,1
9512,1
9513,0
9514,0
9515,1
9516,0
9517,0
9518,0
9519,1
9520,0
9521,1
9522,0
9523,0
9524,1
9525,1
9526,1
9527,1
9528,0
9529,0
9530,0
9531,1
9532,0
9533,0
9534,0
9535,0
9536,1
9537,0
9538,0
9539,1
9540,0
9541,1
9542,1
9543,1
9544,1
9545,1
9546,1
9547,1
9548,1
9549,1
9550,0
9551,1
9552,0
9553,1
9554,0
9555,0
9556,0
9557,0
9558,0
9559,0
9560,0
9561,0
9562,0
9563,0
9564,1
9565,1
9566,0
9567,0
9568,0
9569,1
9570,1
9571,1
9572,0
9573,1
9574,0
9575,0
9576,1
9577,0
9578,1
9579,1
9580,1
9581,1
9582,1
9583,0
9584,1
9585,0
9586,0
9587,1
9588,0
9589,0
9590,1
9591,0
9592,0
9593,1
9594,1
9595,1
9596,1
9597,1
9598,1
9599,1
9600,1
9601,1
9602,1
9603,1
9604,0
9605,0
9606,0
9607,0
9608,0
9609,1
9610,0
9611,0
9612,0
9613,1
9614,1
9615,1
9616,1
9617,0
9618,0
9619,0
9620,0
9621,1
9622,1
9623,0
9624,1
9625,0
9626,1
9627,1
9628,0
9629,0
9630,0
9631,0
9632,0
9633,1
9634,0
9635,0
9636,0
9637,1
9638,1
9639,0
9640,1
9641,1
9642,1
9643,0
9644,0
9645,1
9646,1
9647,1
9648,0
9649,1
9650,1
9651,1
9652,1
9653,0
9654,0
9655,0
9656,1
9657,1
9658,1
9659,1
9660,0
9661,1
9662,1
9663,0
9664,0
9665,1
9666,0
9667,0
9668,1
9669,0
9670,0
9671,1
9672,0
9673,0
9674,1
9675,1
9676,0
9677,0
9678,0
9679,1
9680,1
9681,1
9682,0
9683,0
9684,0
9685,1
9686,0
9687,0
9688,0
9689,0
9690,0
9691,1
9692,1
9693,0
9694,1
9695,0
9696,0
9697,0
9698,0
9699,1
9700,1
9701,0
9702,1
9703,1
9704,0
9705,0
9706,0
9707,0
9708,1
9709,0
9710,1
9711,0
9712,0
9713,0
9714,1
9715,1
9716,0
9717,1
9718,0
9719,0
9720,1
9721,1
9722,1
9723,0
9724,1
9725,0
9726,1
9727,0
9728,1
9729,1
9730,0
9731,0
9732,0
9733,0
9734,1
9735,0
9736,0
9737,0
9738,0
9739,1
9740,1
9741,0
9742,1
9743,1
9744,0
9745,0
9746,1
9747,1
9748,0
9749,0
9750,1
9751,0
9752,0
9753,0
9754,0
9755,0
9756,1
9757,0
9758,0
9759,1
9760,1
9761,0
9762,1
9763,0
9764,0
9765,0
9766,0
9767,1
9768,0
9769,1
9770,1
9771,0
9772,0
9773,0
9774,1
9775,1
9776,0
9777,1
9778,0
9779,0
9780,1
9781,1
9782,1
9783,1
9784,0
9785,1
9786,0
9787,0
9788,1
9789,1
9790,1
9791,0
9792,1
9793,0
9794,1
9795,0
9796,0
9797,1
9798,0
9799,0
9800,1
9801,0
9802,1
9803,1
9804,1
9805,0
9806,0
9807,1
9808,0
9809,1
9810,1
9811,0
9812,0
9813,1
9814,1
9815,1
9816,1
9817,1
9818,1
9819,0
9820,0
9821,1
9822,1
9823,0
9824,0
9825,0
9826,0
9827,0
9828,1
9829,1
9830,0
9831,1
9832,1
9833,0
9834,0
9835,1
9836,0
9837,0
9838,1
9839,0
9840,1
9841,1
9842,0
9843,1
9844,0
9845,1
9846,0
9847,1
9848,0
9849,1
9850,0
9851,1
9852,0
9853,1
9854,0
9855,1
9856,0
9857,0
9858,0
9859,0
9860,1
9861,0
9862,1
9863,0
9864,1
9865,0
9866,0
9867,1
9868,1
9869,1
9870,0
9871,1
9872,1
9873,0
9874,0
9875,1
9876,0
9877,0
9878,1
9879,1
9880,0
9881,0
9882,1
9883,1
9884,1
9885,1
9886,0
9887,1
9888,0
9889,1
9890,1
9891,0
9892,0
9893,1
9894,1
9895,0
9896,1
9897,1
9898,1
9899,0
9900,1
9901,1
9902,0
9903,0
9904,1
9905,1
9906,1
9907,1
9908,0
9909,1
9910,0
9911,0
9912,1
9913,1
9914,0
9915,0
9916,1
9917,0
9918,1
9919,0
9920,1
9921,1
9922,1
9923,0
9924,1
9925,0
9926,0
9927,0
9928,0
9929,0
9930,0
9931,1
9932,1
9933,1
9934,1
9935,1
9936,1
9937,1
9938,0
9939,0
9940,0
9941,1
9942,1
9943,1
9944,0
9945,1
9946,1
9947,1
9948,1
9949,1
9950,0
9951,0
9952,1
9953,0
9954,1
9955,0
9956,0
9957,1
9958,1
9959,0
9960,1
9961,0
9962,1
9963,1
9964,0
9965,1
9966,1
9967,1
9968,1
9969,0
9970,1
9971,0
9972,1
9973,1
9974,1
9975,0
9976,0
9977,0
9978,1
9979,0
9980,0
9981,1
9982,1
9983,1
9984,0
9985,0
9986,0
9987,1
9988,0
9989,0
9990,0
9991,0
9992,0
9993,0
9994,1
9995,0
9996,0
9997,0
9998,0
9999,0
10000,1
10001,0
10002,0
10003,1
10004,0
10005,1
10006,1
10007,1
10008,1
10009,0
10010,0
10011,0
10012,1
10013,0
10014,1
10015,1
10016,1
10017,1
10018,0
10019,0
10020,0
10021,1
10022,0
10023,1
10024,1
10025,1
10026,1
10027,1
10028,1
10029,1
10030,0
10031,1
10032,0
10033,1
10034,0
10035,0
10036,1
10037,0
10038,0
10039,0
10040,1
10041,0
10042,1
10043,0
10044,0
10045,1
10046,0
10047,0
10048,0
10049,0
10050,1
10051,0
10052,0
10053,0
10054,0
10055,1
10056,0
10057,0
10058,0
10059,1
10060,1
10061,0
10062,0
10063,0
10064,0
10065,0
10066,0
10067,1
10068,1
10069,1
10070,1
10071,1
10072,1
10073,1
10074,1
10075,1
10076,1
10077,1
10078,1
10079,0
10080,0
10081,0
10082,1
10083,0
10084,1
10085,1
10086,1
10087,0
10088,1
10089,0
10090,1
10091,1
10092,0
10093,1
10094,1
10095,0
10096,1
10097,1
10098,0
10099,1
10100,1
10101,0
10102,1
10103,1
10104,1
10105,1
10106,0
10107,1
10108,1
10109,0
10110,0
10111,1
10112,0
10113,0
10114,1
10115,0
10116,1
10117,0
10118,1
10119,1
